Sheetname;m;y-intercept;Angle;Times_max;Normal Stress;Shear Stress max
Sheet1;0.556;-2295.583;29.09;"411.2;623.9;1100.0;1380.0;1712.0;1988.0;2251.0;2700.0;2940.0";"6028.071070234114;6748.1347245409015;7453.277462437394;8257.182971619364;9009.67813021703;9759.105843071788;10511.330550918197;11254.61936560935;12019.59364548495";"1353.851428571428;1499.531428571428;1611.2457142857133;2154.471428571427;2592.2257142857134;3169.9257142857127;3528.231428571427;3943.479999999998;4575.131428571426"
