Sheetname;m;y-intercept;Angle;Times_max;Normal Stress;Shear Stress max
Sheet1;0.162;613.1818;9.227;"237.6;362.4;533.9;740.2;955.6;1275.0;1438.0";"3626.7456375838924;4242.346822742475;4841.937458193979;5435.694314381271;6022.760535117057;6627.34949832776;7185.774496644294";"1066.120571428571;1304.4828571428566;1549.737142857142;1552.3342857142852;1668.8485714285707;1580.2342857142849;1740.7114285714276"
