Sheetname;m;y-intercept;Angle;Times_max;Normal Stress;Shear Stress max
Sheet1;0.184;398.7263;10.4312;"249.2;550.4;810.9;1023.0;1214.0;1464.0;1727.0";"3628.8013422818794;4237.273913043478;4821.307357859531;5420.847491638796;6023.503344481605;6605.81806020067;7189.693624161075";"1067.3359999999996;1114.088571428571;1293.391428571428;1441.2742857142848;1575.0228571428563;1640.2771428571418;1641.9942857142848"
