Sheetname;m;y-intercept;Angle;Times_max;Normal Stress;Shear Stress max
Sheet1;0.302;83.41;16.8221;"507.7;779.4;983.5;1184.0;1372.0;1617.0;1804.0";"3590.827181208054;4207.850836120401;4821.878595317727;5414.746488294314;6018.6896321070235;6609.907357859531;7197.492953020135";"1129.754285714285;1315.0057142857136;1605.9371428571421;1759.3057142857135;2015.0285714285706;1925.8542857142847;2279.9628571428557"
